material,number_of_elements,critical_temp
Pb0.5Tl0.5Sr4Cu2C0.5N0.5O10,7,70.0
Sr2.3Ca0.7Cu2Cl1.3O4,5,80.0
Y1Ba2Cu2.955Au0.045O7,5,91.5
La1Ba1Ca1Cu3O7,5,63.0
Ca0.27Sr0.63Cu1O2,4,110.0
Ca0.285Sr0.665Cu1O2,4,100.0
Ca0.285Sr0.665Cu1O2,4,40.0
Sr0.9Nd0.1Cu1O2,4,44.0
Sr0.9Gd0.1Cu1O2,4,44.0
Sr0.9Sm0.1Cu1O2,4,44.0
Sr2Ca1Cu2F2O4.6,5,99.0
Sr2Ca2Cu3F3.2O6.2,5,111.0
Sr2Ca1Cu2O5.5,4,77.0
Sr2Ca2Cu3O5.5,4,109.0
Sr2Ca1Cu2.8O7.5,4,83.0
Y0.6Pr0.2Cd0.2Ba2Cu3O7,6,49.0
Ba0.5K0.5Bi1O3,4,23.5
Ba0.6K0.4Bi1O3,4,28.6
La1Ba1Cu2.94Co0.06O7,5,57.0
La1Ba1Cu2.88Co0.12O7,5,40.0
La1Ba1Cu2.82Co0.18O7,5,14.0
Bi2Sr2Ca0.89Pr0.11Cu2O,6,87.8
Bi2Sr2Ca0.83Pr0.17Cu2O,6,84.3
Bi2Sr2Ca0.72Pr0.28Cu2O,6,73.0
Sr1Ca2Cu3O,4,109.0
Bi2Sr2Ca1Cu2O8.234,5,84.0
Bi2Sr2Ca1Cu2O8.248,5,86.0
Bi2Sr2Ca1Cu2O8.26,5,91.0
Bi2Sr2Ca1Cu2O8.272,5,92.2
Bi2Sr2Ca1Cu2O8.288,5,90.2
Bi2Sr2Ca1Cu2O8.291,5,89.1
Bi2Sr2Ca1Cu2O8.293,5,87.5
Y1Ba2Cu3O6.54,4,40.0
Y1Ba2Cu3O6.6,4,42.0
Y1Ba2Cu3O6.72,4,58.0
Y1Ba2Cu3O6.74,4,60.0
Y1Ba2Cu3O6.8,4,77.0
Y1Ba2Cu3O6.85,4,77.0
Y1Ba2Cu3O6.88,4,82.0
Pr0.5Ca0.5Ba2Cu3O7,5,52.0
Pr0.4Ca0.6Ba2Cu3O7,5,33.0
Pr0.6Ca0.4Ba2Cu3O7,5,39.0
Pr0.5Ca0.5Ba2Cu3O7,5,98.0
Pr0.4Ca0.6Ba2Cu3O7,5,75.0
La1.82Ca1.16Y0.02Cu2O6,5,40.0
Bi1.8Pb0.3Sr2Ca2Cu3O,6,106.35
Bi1.8Pb0.3Sr2Ca2Cu2.97V0.03O,7,106.6
Bi1.8Pb0.3Sr2Ca2Cu2.94V0.06O,7,106.95
Bi1.8Pb0.3Sr2Ca2Cu2.91V0.09O,7,105.55
La1.798Nd0.052Ca0.15Cu1O4,5,31.6
La1.736Nd0.117Ca0.138Ba0.012Cu1O4,6,29.4
La1.65Nd0.2Ca0.122Ba0.028Cu1O4,6,27.1
La1.562Nd0.288Ca0.106Ba0.044Cu1O4,6,23.0
La1.85Sr0.15Cu1O4,4,32.5
La1.85Sr0.12Ca0.016Ba0.014Cu1O4,6,30.0
La1.85Sr0.09Ca0.034Ba0.026Cu1O4,6,28.5
La1.85Sr0.06Ca0.05Ba0.04Cu1O4,6,27.0
La1.85Sr0.03Ca0.066Ba0.054Cu1O4,6,24.0
La1.85Sr0.016Ca0.074Ba0.06Cu1O4,6,23.5
La1.85Ca0.082Ba0.068Cu1O4,5,20.0
La1.8Nd0.05Ca0.074Ba0.076Cu1O4,6,2.05
La1.75Nd0.1Ca0.064Ba0.086Cu1O4,6,18.0
La1.7Nd0.15Ca0.056Ba0.094Cu1O4,6,16.0
La1.85Sr0.038Ba0.112Cu1O4,5,32.0
La1.842Nd0.008Sr0.036Ba0.114Cu1O4,6,31.7
La1.812Nd0.038Sr0.026Ba0.124Cu1O4,6,31.1
La1.776Nd0.074Sr0.014Ba0.136Cu1O4,6,30.0
La1.736Nd0.116Ba0.15Cu1O4,5,29.0
Al1Sr2Ho0.5Ca0.5Cu2O7.05,6,18.0
Al1Sr2Ho0.4Ca0.6Cu2O7,6,24.0
B1Sr2Ca4Cu5O13,5,85.0
Hg0.8Ba2Cu1.2O4,4,94.0
Y1Ba2Cu3O,4,83.0
Pb0.5V0.5Sr2Ca0.7Y0.3Cu2O,7,61.0
Sr2Ru1O4,3,2.7
Sr2Ru1O4,3,1.5
Ba1K1Bi1O4,4,23.0
Bi2Sr2Ca1Cu2O,5,95.0
Tl2Ba2Cu1O6,4,37.0
Sr0.86Nd0.14Cu1O2,4,40.0
Sr0.83Nd0.17Cu1O2,4,35.0
Sr0.81Nd0.19Cu1O2,4,18.0
Sr0.84Nd0.16Cu1O2.01,4,40.0
Ba0.54K0.46Bi1O3,4,23.0
Ba0.5K0.5Bi1O3,4,20.0
Cu4Ba2Ca2O8,4,67.0
Cu4Ba2Ca2O8,4,78.0
Cu4Ba2Ca2O8,4,82.0
Cu4Ba2Ca2O8,4,100.0
Cu4Ba2Ca2O8,4,110.0
Cu4Ba2Ca2O8,4,118.0
Hg0.9Re0.1Ba2Ca2Cu3O,6,135.0
Hg0.9Re0.1Ba2Ca2Cu3O,6,128.0
Hg0.8Re0.2Ba2Ca2Cu3O,6,133.0
Hg1Ba2Ca2Cu3O8,5,130.0
Hg1Ba2Ca2Cu3O8,5,120.0
Hg0.77Re0.23Ba2Ca2Cu3O8,6,130.0
Tl1Sr1.9Cr0.1Cu1O5,5,37.5
Tl1Sr1.8Cr0.2Cu1O5,5,43.0
Tl1Sr1.7Cr0.3Cu1O5,5,47.0
Tl1Sr1.6Cr0.4Cu1O5,5,48.0
Tl1Sr1.7Cr0.3Cu1O5,5,76.0
Bi2Sr2Ca1Cu2O,5,87.5
H1Bi2Sr2Ca1Cu2O,6,87.5
Tl0.6Pb0.4Sr1.7Ba0.3Ca1Cu2O,7,89.0
Y0.5Ca0.5Ba2Cu3O,5,77.0
Y0.984Ca0.016Ba2Cu3O6.986,5,89.5
Y0.899Ca0.101Ba2Cu3O6.943,5,83.0
Y0.868Ca0.132Ba2Cu3O6.928,5,75.0
Ba1K1Bi1O3,4,23.3
Cs1Sr1Bi0.25Pb0.75O3,5,7.5
I1Bi2Sr1.5Ca1.5Cu2O,6,63.2
Hg1I2Bi2Sr1.5Ca1.5Cu2O,7,68.0
I1Bi2Sr1.6La0.4Cu1O,6,22.1
Hg1I2Bi2Sr1.6La0.4Cu1O,7,22.1
Tl2Ba2Ca2Cu3O,5,122.5
Tl2Ba2Ca2Cd0.1Cu3O,6,123.5
Tl2Ba2Ca2Cd0.2Cu3O,6,125.5
Tl2Ba2Ca2Cd0.3Cu3O,6,124.0
Gd1.4Ce0.6Sr2Cu2Ti1O10,6,11.0
Nd1Ba2Cu3O6.98,4,91.0
Nd1Ba1.9La0.1O6.86,4,83.5
Nd1Ba1.8La0.2O6.81,4,78.5
Nd1Ba1.7La0.3O6.77,4,57.5
Nd1Ba1.65La0.35O6.69,4,36.5
Nd1Ba1.6La0.4O6.68,4,37.0
Nd0.9Ca0.1Ba0.6La0.4Cu3O6.7,6,54.5
Nd0.8Ca0.2Ba0.6La0.4Cu3O6.72,6,72.0
Nd0.7Ca0.3Ba0.6La0.4Cu3O6.79,6,75.0
Nd0.6Ca0.4Ba0.6La0.4Cu3O6.83,6,84.0
Nd0.5Ca0.5Ba0.6La0.4Cu3O6.77,6,80.5
Nd0.4Ca0.6Ba0.6La0.4Cu3O6.71,6,78.5
Ho1Ba2Cu3O7,4,90.7
Ho0.95Pr0.05Ba2Cu3O7,5,60.5
Ho0.9Pr0.1Ba2Cu3O7,5,86.7
Ho0.85Pr0.15Ba2Cu3O7,5,81.2
Ho0.8Pr0.2Ba2Cu3O7,5,75.6
Ho0.75Pr0.25Ba2Cu3O7,5,67.5
Ho0.7Pr0.3Ba2Cu3O7,5,60.0
Ho0.65Pr0.35Ba2Cu3O7,5,53.4
Ho0.6Pr0.4Ba2Cu3O7,5,44.0
Ho0.55Pr0.45Ba2Cu3O7,5,39.8
Ho0.5Pr0.5Ba2Cu3O7,5,28.3
Ho0.48Pr0.52Ba2Cu3O7,5,25.8
Ho0.45Pr0.55Ba2Cu3O7,5,20.7
Ho0.43Pr0.57Ba2Cu3O7,5,9.51
Y0.8Ca0.2Ba2Cu3O,5,75.1
Y0.8Ca0.2Ba0.95La0.05Cu3O,6,77.5
Y0.8Ca0.2Ba0.9La0.1Cu3O,6,80.7
Y0.8Ca0.2Ba0.85La0.15Cu3O,6,81.4
Y0.8Ca0.2Ba0.8La0.2Cu3O,6,82.1
Y0.8Ca0.2Ba0.75La0.25Cu3O,6,75.1
Y0.8Ca0.2Ba0.7La0.3Cu3O,6,74.1
Y0.8Ca0.2Ba0.6La0.4Cu3O,6,62.3
Y0.8Ca0.2Ba0.5La0.5Cu3O,6,59.8
Y1Cu2.99Zn0.01O7,4,86.6
Y1Cu2.98Zn0.02O7,4,84.5
Y1Cu2.97Zn0.03O7,4,81.5
Hg1.2Tl0.8Ba2Ca2Cu3O,6,52.0
Hg1.2Tl0.8Ba2Ca3Cu4O,6,110.0
Hg1Tl1Ba2Ca1Cu2O,6,35.0
Hg1Tl1Ba2Ca4Cu5O,6,90.0
La3.1Y0.2Ca0.4Ba3.3Cu7O16.529,6,55.0
La5.8Y0.4Ca0.8Ba3.1Cu7O16.548,6,74.0
La2.5Y0.5Ca1Ba3Cu7O16.552,6,80.0
La2.1Y0.7Ca1.4Ba2.8Cu7O16.433,6,79.0
Hg0.8Bi0.2Sr2Ca2Cu3O8.35,6,102.0
Hg0.7Bi0.3Sr2Ca2Cu3O8.35,6,107.0
Hg0.5Bi0.5Sr2Ca2Cu3O8.35,6,107.0
Hg0.7Bi0.3Sr2Ca2Cu3O8.15,6,108.0
Hg0.7Bi0.3Sr2Ca2Cu3O8.65,6,104.0
Hg0.7Bi0.3Sr2Ca2Cu3O8.15,6,112.0
Nd1Ba1Ca1Cu3O7,5,37.0
Nd0.9Pr0.1Ba1Ca1Cu3O7,6,35.0
Nd0.75Pr0.25Ba1Ca1Cu3O7,6,26.0
Nd0.65Pr0.35Ba1Ca1Cu3O7,6,10.0
Y1Ba2Cu3O6.41,4,10.1
La1.86K0.14Cu1O3.97,4,33.0
Bi2Sr2Ca0.9Tb0.1Cu2O,6,92.0
Bi2Sr2Ca0.8Tb0.2Cu2O,6,83.0
Bi2Sr2Ca0.6Tb0.4Cu2O,6,33.0
Y1Ba2Cu3O,4,91.8
Y1Ba1.95La0.05Cu3O,5,82.2
Y1Ba1.9La0.1Cu3O,5,91.0
Y1Ba1.85La0.15Cu3O,5,89.7
Y1Ba1.8La0.2Cu3O,5,89.2
Y1Ba1.75La0.25Cu3O,5,88.5
Y1Ba1.7La0.3Cu3O,5,83.2
Y1Ba1.6La0.4Cu3O,5,55.2
Y1Ba1.5La0.5Cu3O,5,36.8
Ca2Ba2Cu3O9,4,107.0
C1Ca3Cu2O7.1,4,47.0
Cu0.25C0.75Ca3Cu2O6.85,4,47.0
Cu0.5C0.5Ca3Cu2O6.6,4,57.0
Ge0.3Cu0.7Sr2Ca2.9Y0.1Cu4O11.1,6,89.0
Ge0.3Cu0.7Sr2Ca3Cu4O11.05,5,7.0
Cu0.5P0.5Sr2Ca2Cu3O9.25,5,82.0
Cu0.5P0.5Sr2Ca1.9Y0.1Cu3O9.3,6,84.0
Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.35,6,70.0
Cu0.5P0.5Sr2Ca1.7Y0.3Cu3O9.4,6,50.0
Cu0.5P0.5Sr2Ca1.9Y0.1Cu3O9.4,6,84.0
Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.25,6,72.0
Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.45,6,74.0
Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.55,6,80.0
Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.25,6,68.0
Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.35,6,72.0
Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.45,6,76.0
B1Sr2Ca2Cu3O5,5,75.0
B1Sr2Ca3Cu4O5,5,110.0
B1Sr2Ca4Cu5O5,5,85.0
La2Cu1O4.03,3,34.0
La2Cu1O4.044,3,34.0
La2Cu1O4.065,3,34.0
La2Cu1O4.11,3,42.0
La2Cu1O4.032,3,30.0
Pb1Sr2Cu1O5,4,20.0
Pb1Sr2Cu1O5,4,40.0
Y1Ba2Cu3O,4,90.2
Y1Ba1.95Pr0.05Cu3O,5,88.1
Y1Ba1.9Pr0.1Cu3O,5,83.3
Y1Ba1.85Pr0.15Cu3O,5,76.1
Y1Ba1.8Pr0.2Cu3O,5,67.0
Y1Ba1.75Pr0.25Cu3O,5,51.9
Y0.14Tm0.85Ba2Cu3O7,5,91.0
La2.5Y0.5Ca1Ba3Cu7Fe7O16.574,7,80.0
La2.5Y0.5Ca1Ba3Cu6.86Fe0.14O16.578,7,77.0
La2.5Y0.5Ca1Ba3Cu6.72Fe0.28O16.592,7,70.0
La2.5Y0.5Ca1Ba3Cu6.58Fe0.42O16.599,7,68.0
La2.5Y0.5Ca1Ba3Cu6.44Fe0.56O16.617,7,58.0
La2.5Y0.5Ca1Ba3Cu6.3Fe0.7O16.627,7,51.0
La2.5Y0.5Ca1Ba3Cu6.16Fe0.84O16.634,7,41.0
Y1Ba1.8Nd0.2Cu3O,5,90.8
Y0.95Ca0.05Ba1.8Nd0.2Cu3O,6,87.0
Y0.9Ca0.1Ba1.8Nd0.2Cu3O,6,84.6
Y0.85Ca0.15Ba1.8Nd0.2Cu3O,6,84.5
Y0.8Ca0.2Ba1.8Nd0.2Cu3O,6,85.8
Y0.75Ca0.25Ba1.8Nd0.2Cu3O,6,81.5
Y0.7Ca0.3Ba1.8Nd0.2Cu3O,6,78.7
Y0.6Ca0.4Ba1.8Nd0.2Cu3O,6,81.5
Y0.5Ca0.5Ba1.8Nd0.2Cu3O,6,34.0
Y0.8Ca0.2Ba2Cu3O,5,74.0
Y0.8Ca0.2Ba1.95Nd0.05Cu3O,6,76.0
Y0.8Ca0.2Ba1.9Nd0.1Cu3O,6,79.0
Y0.8Ca0.2Ba1.85Nd0.15Cu3O,6,83.0
Y0.8Ca0.2Ba0.8Nd0.2Cu3O,6,73.0
Y0.8Ca0.2Ba1.75Nd0.25Cu3O,6,69.0
Y0.8Ca0.2Ba1.7Nd0.3Cu3O,6,63.0
Y0.8Ca0.2Ba1.6Nd0.4Cu3O,6,58.0
Y0.8Ca0.2Ba1.5Nd0.5Cu3O,6,32.0
Y0.95Ca0.05Ba2Cu2.95Co0.05O6.96,6,88.0
Y0.9Ca0.1Ba2Cu2.9Co0.1O6.95,6,88.0
Y0.85Ca0.15Ba2Cu2.85Co0.15O6.97,6,86.0
Y0.8Ca0.2Ba2Cu2.8Co0.2O6.98,6,82.5
Y0.75Ca0.25Ba2Cu2.75Co0.25O7,6,82.5
Y0.7Ca0.3Ba2Cu2.7Co0.3O7.02,6,82.0
Y1Ba2Cu3O6.82,4,85.0
Y0.95Ca0.05Ba2Cu2.95Co0.05O6.84,6,72.5
Y0.9Ca0.1Ba2Cu2.9Co0.1O6.84,6,69.5
Y0.85Ca0.15Ba2Cu2.85Co0.15O6.83,6,67.5
Y0.8Ca0.2Ba2Cu2.8Co0.2O6.83,6,69.0
Y0.75Ca0.25Ba2Cu2.75Co0.25O6.82,6,67.5
Y0.7Ca0.3Ba2Cu2.7Co0.3O6.84,6,70.0
Y1Ba2Cu3O6.74,4,79.5
Y0.95Ca0.05Ba2Cu2.95Co0.05O6.75,6,64.0
Y0.9Ca0.1Ba2Cu2.9Co0.1O6.76,6,57.5
Y0.85Ca0.15Ba2Cu2.85Co0.15O6.78,6,57.5
Y0.8Ca0.2Ba2Cu2.8Co0.2O6.78,6,55.5
Y0.75Ca0.25Ba2Cu2.75Co0.25O6.8,6,61.0
Y0.7Ca0.3Ba2Cu2.7Co0.3O6.78,6,59.0
Pr1.85Ce0.15Cu1O4,4,18.0
Sr2Cu1F2O2,4,46.0
Y1Ba2Cu3O4,4,92.0
Tl0.5Pb0.5Sr1.6Ba0.4Ca2Cu3O,7,120.0
Tl0.5Pb0.5Sr1.6Ba0.4Ca2Cu3F0.1O,8,120.5
Tl0.5Pb0.5Sr1.6Ba0.4Ca2Cu3F2.2O,8,121.0
Tl0.5Pb0.5Sr1.6Ba0.4Ca2Cu3F3O,8,123.5
Hg0.8Ba2Cu1.2O4,4,97.0
Hg0.8Ba2Cu1.2O4,4,80.0
Hg0.8Ba2Cu1.2O4,4,75.0
Hg0.8Ba2Cu1.2O4,4,55.0
Hg0.8Ba2Cu1.2O4,4,92.0
Hg0.8Ba2Cu1.2O4,4,85.0
Hg0.8Ba2Cu1.2O4,4,62.0
La1.89Ca1.1Cu2O6,4,47.0
Nd2Cu1FO4,4,21.0
Bi2Sr2Ca1Cu2O8,5,89.0
Bi2Sr2Ca1Cu2O8,5,79.0
Bi2Sr2Ca1Cu2O8,5,71.0
Dy1Ba2Cu3O7,4,91.05
Sm1La0.8Sr0.2Cu1O3.95,5,28.8
Sm1La0.8Sr0.2Cu1O3.945,5,26.0
Sm1La0.8Sr0.2Cu1O3.94,5,24.6
Sm1La0.8Sr0.2Cu1O3.925,5,19.6
Nd1.83Ce0.17Cu1O4,4,12.0
Nd1.82Ce0.18Cu1O4,4,6.0
Nd1.8Ce0.2Cu1O4,4,1.3
Y1Ba2Cu3O6.96,4,88.0
Y0.95Pr0.05Ba2Cu3O6.96,5,87.5
Y0.9Pr0.1Ba2Cu3O6.96,5,83.0
Y0.8Pr0.2Ba2Cu3O6.96,5,70.0
Y0.7Pr0.3Ba2Cu3O6.96,5,57.0
Y0.6Pr0.4Ba2Cu3O6.96,5,32.0
Y0.5Pr0.5Ba2Cu3O6.96,5,12.0
La1.35Ba1.5Ca0.15Cu3O6.67,5,43.0
La1.3Ba1.5Ca0.2Cu3O6.72,5,48.0
La1.25Ba1.5Ca0.25Cu3O6.74,5,70.0
La1.65Ba1.5Ca0.35Cu3O6.79,5,72.0
La1.1Ba1.5Ca0.4Cu3O6.82,5,72.0
La1.05Ba1.5Ca0.45Cu3O6.81,5,74.0
La1Ba1.5Ca0.5Cu3O6.85,5,76.0
La0.9Ba1.5Ca0.6Cu3O6.74,5,73.0
La1Ba1.4Ca0.6Cu3O6.9,5,74.0
La1Ba1.3Ca0.7Cu3O6.92,5,73.0
La1Ba1.2Ca0.8Cu3O6.95,5,74.0
La1Ba1.1Ca0.9Cu3O7.02,5,75.0
La1Ba1Ca1Cu3O6.99,5,75.0
La1Ba0.9Ca1.1Cu3O7.05,5,71.0
La1Ba0.8Ca1.2Cu3O7.11,5,60.0
Pr1.85Ce0.15Cu1O4,4,12.1
Y1Ba2Cu3O6.37,4,13.5
Y1Ba2Cu3O6.38,4,10.1
Y1Ba2Cu3O6.38,4,11.3
Y1Ba2Cu3O6.38,4,15.4
Y1Ba2Cu3O6.38,4,17.0
Y1Ba2Cu3O6.43,4,35.0
Y1Ba2Cu3O6.45,4,31.5
Y1Ba2Cu3O6.45,4,33.5
Y1Ba2Cu3O6.45,4,35.7
Y1Ba2Cu3O6.45,4,39.9
Y1Ba2Cu3O6.52,4,55.0
Pb0.5V0.5Sr2Ca0.7Er0.3Cu2O,7,56.5
Pb0.5V0.5Sr2Ca0.65Er0.35Cu2O,7,50.7
Pb0.5V0.5Sr2Ca0.6Er0.6Cu2O,7,43.8
Pb0.5V0.5Sr2Ca0.5Er0.5Cu2O,7,22.3
Pb0.6V0.4Sr2Ca0.7Er0.3Cu2O,7,58.8
Pb0.6V0.4Sr2Ca0.65Er0.35Cu2O,7,64.1
Pb0.6V0.4Sr2Ca0.6Er0.6Cu2O,7,62.0
Pb0.6V0.4Sr2Ca0.5Er0.5Cu2O,7,38.4
Pb0.7V0.3Sr2Ca0.7Er0.3Cu2O,7,58.8
Pb0.7V0.3Sr2Ca0.65Er0.35Cu2O,7,58.1
Pb0.7V0.3Sr2Ca0.6Er0.4Cu2O,7,58.8
Pb0.7V0.3Sr2Ca0.5Er0.5Cu2O,7,16.6
Pb0.6V0.4Sr2Ca0.65Lu0.35Cu2O,7,63.6
Pb0.6V0.4Sr2Ca0.65Dy0.35Cu2O,7,56.6
Pb0.6V0.4Sr2Ca0.65Gd0.35Cu2O,7,36.6
Pb0.6V0.4Sr2Ca0.65Sm0.35Cu2O,7,25.5
Pb0.6V0.4Sr2Ca0.6Lu0.4Cu2O,7,62.6
Pb0.6V0.4Sr2Ca0.6Dy0.4Cu2O,7,53.6
Pb0.6V0.4Sr2Ca0.6Gd0.4Cu2O,7,33.1
Pb0.6V0.4Sr2Ca0.6Sm0.4Cu2O,7,20.5
Ca0.1La0.9Ba1.65La0.35Cu3O7.15,5,57.0
Ca0.2La0.8Ba1.55La0.45Cu3O7.16,5,68.0
Ca0.3La0.7Ba1.45La0.55Cu3O7.16,5,76.0
Ca0.4La0.6Ba1.35La0.65Cu3O7.15,5,80.0
Ca0.4La0.6Ba1.35La0.65Cu2.955Ni0.045O,6,71.3
Ca0.4La0.6Ba1.35La0.65Cu2.925Ni0.075O,6,63.8
Ca0.4La0.6Ba1.35La0.65Cu2.85Ni0.15O,6,45.7
Ca0.4La0.6Ba1.35La0.65Cu2.76Ni0.24O,6,23.6
Ca0.4La0.6Ba1.35La0.65Cu2.7Ni0.3O,6,16.5
Hg0.7Cr0.3Sr2Ca1Cu2O,6,80.0
Hg0.7Cr0.3Sr2Ca2Cu3O,6,98.0
Hg0.7Cr0.3Sr2Ca3Cu4O,6,64.0
Hg0.7Cr0.3Sr2Ca4Cu5O,6,45.0
Tl1Sr2Ca2Cu3O9.4,5,86.0
Y1Ba2Cu3O,4,90.7
Y1Ba2Cu2.85Au0.15O,5,92.3
Y1Ba2Cu2.7Au0.3O,5,87.8
Y1Ba2Cu2.55Au0.45O,5,71.8
Bi2Sr2Ca1Cu2O,5,83.7
Bi2Sr2Ca1Cu1.54Au0.46O,6,74.7
Bi2Sr2Ca1Cu1.2Au0.8O,6,73.2
Bi2Sr2Ca1Cu0.2Au1.8O,6,70.1
Bi2Sr2Ca1Cu1.7Au3.7O,6,63.0
Bi2Sr2Ca1Cu2O8,5,85.6
Bi2Sr2Ca0.975La0.025Cu2O8,6,73.5
Bi2Sr2Ca0.95La0.05Cu2O8,6,64.4
Bi2Sr2Ca0.925La0.075Cu2O8,6,57.6
Bi2Sr2Ca0.8La0.2Cu2O8,6,29.6
Bi2Sr2Ca0.75La0.25Cu2O8,6,17.4
Hg0.75Mo0.25Ba2Cu1O4.59,5,12.0
Hg0.75Mo0.25Ba2Cu1O4.51,5,40.0
Sr3.1Ca5.9Bi0.4Y0.3Pb0.3Cu16.7O29,7,80.0
Nd1Ba2Cu3O7,4,95.65
La1.91Sr0.09Cu1O4,4,27.9
La1.88Sr0.12Cu1O4,4,32.0
La1.85Sr0.15Cu1O4,4,35.1
La1.82Sr0.18Cu1O4,4,32.2
La1.81Sr0.19Cu1O4,4,29.1
Hg0.75Re0.22Ba2Ca5Cu6O,6,100.0
Hg0.75Re0.22Ba2Ca6Cu7O,6,84.0
La1.8Nd0.05Ca1.15Cu2O6,5,19.0
La1.75Nd0.1Ca1.15Cu2O6,5,15.0
La1.7Nd0.15Ca1.15Cu2O6,5,11.0
La1.65Nd0.2Ca1.15Cu2O5.99,5,5.0
Tl1Sr3Ba1Cu2Co3O,6,52.2
Tl1Sr2.5Ba1.5Cu2Co3O,6,64.0
Tl1Sr2Ba2Cu2Co3O,6,69.0
Tl1Sr1.5Ba2.5Cu2Co3O,6,64.0
Tl1Ba2Ca2Cu3O9,5,103.0
Sr0.6Ca0.333Cu1O2.15,4,82.0
Sr0.6Ca0.333Cu1O2.2,4,98.0
Sr0.9La0.1Cu1O2,4,42.0
Sr0.7Ca0.3Cu1O2,4,110.0
Sr2Ru1O4,3,0.616
Sr2Ru1O4,3,0.954
Sr2Ru1O4,3,1.201
Sr2Ru1O4,3,1.242
Sr2Ru1O4,3,1.398
Sr2Ru1O4,3,1.489
Bi0.1485Mo0.1815Cu2.67Sr2Y1O7.21,6,20.6
Bi0.132Mo0.198Cu2.67Sr2Y1O7.2,6,29.0
Bi0.066Mo0.264Cu2.67Sr2Y1O7.32,6,31.0
Tl0.5Pb0.5Sr2Ca2Cu3O,6,119.0
Tl0.5Pb0.5Sr2Ca2Cu3Li0.2O,7,117.0
Y1Ba2Cu4O8,4,81.9
La1.88Sr0.12Cu1O4,4,16.4
La1.84Sr0.16Cu1O4,4,22.6
La1.83Sr0.17Cu1O4,4,21.0
La1.45Nd0.4Sr0.15Cu1O4,5,12.0
Y1Ba2Cu3.96Ni0.04O8,5,57.0
Nd1Ba2Cu3O7,4,95.56
Ru1Sr2Gd1Cu2O8,5,40.5
Sr2Ru1O4,3,1.2
Tl0.58Pb0.4Sr1.6Ba0.4Ca2Cu3O,7,110.0
Tl0.79Bi0.25Sr1.6Ba0.4Ca2Cu3O,7,115.0
Tl0.74Bi0.3Sr1.8Ba0.2Ca2Cu3O,7,120.0
Gd1Ba2Cu4O8,4,74.0
Bi1.8Pb0.3Sr1.9Cu1O,5,4.7
Bi1.8Pb0.2Sr2Ca1Cu2O8,6,80.0
Lu1Ba2Cu3O7,4,91.85
Ba2Ca2Cu3O,4,124.0
Ba2Ca2Cu3O,4,78.0
Ba2Ca2Cu3O,4,126.0
Ba2Ca2Cu3O,4,90.0
Bi2.12Sr1.71Ca1.22Cu1.95O,5,85.1
Hg1Ba2Cu1O4.02,4,72.0
Hg0.95Sb0.05Ba2Ca2Cu3O8,6,132.0
Y1Ba2Cu3O6.95,4,93.4
Tl2Ba2Cu1O6,4,10.0
Tl2Ba2Cu1O6.056,4,40.0
Tl2Ba2Cu1O6,4,75.0
Tl2Ba2Ca2Cu3O10,5,128.5
Hg1Ba2Cu1O4,4,92.5
Hg1Ba2Ca1Cu2O6,5,116.0
Hg1Ba2Ca2Cu3O8,5,123.0
Hg0.9Pb0.1Ba2Ca2Cu3O8,6,130.0
Hg0.8Pb0.2Ba2Ca2Cu3O8,6,132.0
Y1Ba2Cu4O8,4,77.5
Y0.9Tb0.1Ba2Cu4O8,5,78.0
Y0.9Ce0.1Ba2Cu4O8,5,38.0
Ba1Ca0.7Cd0.3La1Cu3O,6,55.4
Ba1Ca0.75Cd0.25La1Cu3O,6,60.6
Ba1Ca0.8Cd0.2La1Cu3O,6,65.3
Ba1Ca0.9Cd0.1La1Cu3O,6,74.0
Yb0.8Pr0.2Ba2Cu3O7,5,83.6
Tm0.8Pr0.2Ba2Cu3O7,5,80.9
Er0.8Pr0.2Ba2Cu3O7,5,78.5
Ho0.8Pr0.2Ba2Cu3O7,5,74.1
Dy0.8Pr0.2Ba2Cu3O7,5,69.1
Gd0.8Pr0.2Ba2Cu3O7,5,66.8
Eu0.8Pr0.2Ba2Cu3O7,5,64.0
Sm0.8Pr0.2Ba2Cu3O7,5,52.6
Nd0.8Pr0.2Ba2Cu3O7,5,40.9
Gd1Ba2Cu3O6.969,4,91.0
Gd0.95Mo0.05Ba2Cu3O6.948,5,82.4
Gd0.9Mo0.1Ba2Cu3O6.907,5,65.9
Gd0.85Mo0.15Ba2Cu3O6.855,5,59.2
Gd0.8Mo0.2Ba2Cu3O6.807,5,52.5
Gd0.8Ca0.05Mo0.15Ba2Cu3O6.651,6,66.1
Gd0.75Ca0.1Mo0.15Ba2Cu3O6.671,6,75.1
Gd0.7Ca0.15Mo0.15Ba2Cu3O6.716,6,86.3
Gd0.65Ca0.2Mo0.15Ba2Cu3O6.818,6,84.1
Gd0.6Ca0.25Mo0.15Ba2Cu3O6.761,6,83.7
Gd0.55Ca0.3Mo0.15Ba2Cu3O6.626,6,80.7
