Environment,Material Group,Material Family,Material,Rate (mm/yr) or Rating,Rate (mils/yr) or Rating,Localized Attack,UNS,Condition/Comment,Concentration (Vol %),Temperature (deg C),Temperature (deg F),Duration,Reference #,Reference,rate_mm_yr_numeric,rate_letter_grade
Citric Acid,Stainless steels,Austenitic,317L,A (Resistant),A (Resistant),,S31703,,25,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,317L,A (Resistant),A (Resistant),,S31703,,50,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,317L,B (Good),B (Good),,S31703,,50,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Citric Acid,Stainless steels,Austenitic,317L,A (Resistant),A (Resistant),,S31703,3 bar,5%,140,284,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,317LN,A (Resistant),A (Resistant),,S31725,,1,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,317LN,A (Resistant),A (Resistant),,S31725,,1,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,317LN,A (Resistant),A (Resistant),,S31725,,10,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,317LN,A (Resistant),A (Resistant),,S31725,,10,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,317LN,A (Resistant),A (Resistant),,S31725,,25,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,317LN,A (Resistant),A (Resistant),,S31725,,25,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,317LN,A (Resistant),A (Resistant),,S31725,,50,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,317LN,B (Good),B (Good),,S31725,,50,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Citric Acid,Stainless steels,Austenitic,317LN,A (Resistant),A (Resistant),,S31725,3 bar,5%,140,284,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,321,A (Resistant),A (Resistant),,S32100,,1,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,321,A (Resistant),A (Resistant),,S32100,,1,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,321,A (Resistant),A (Resistant),,S32100,,10,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,321,A (Resistant),A (Resistant),,S32100,,10,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,321,A (Resistant),A (Resistant),,S32100,,25,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,321,C (Questionable),C (Questionable),,S32100,,25,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Citric Acid,Stainless steels,Austenitic,321,A (Resistant),A (Resistant),,S32100,,50,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,321,C (Questionable),C (Questionable),,S32100,,50,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Citric Acid,Stainless steels,Austenitic,347,A (Resistant),A (Resistant),,S34700,,1,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,347,A (Resistant),A (Resistant),,S34700,,1,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,347,A (Resistant),A (Resistant),,S34700,,10,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,347,A (Resistant),A (Resistant),,S34700,,10,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,347,A (Resistant),A (Resistant),,S34700,,25,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,347,C (Questionable),C (Questionable),,S34700,,25,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Citric Acid,Stainless steels,Austenitic,347,A (Resistant),A (Resistant),,S34700,,50,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Austenitic,347,C (Questionable),C (Questionable),,S34700,,50,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Citric Acid,Stainless steels,Austenitic,347,B (Good),B (Good),,S34700,3 bar,5%,140,284,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Citric Acid,Stainless steels,Duplex,329,A (Resistant),A (Resistant),,S32900,,1,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Duplex,329,A (Resistant),A (Resistant),,S32900,,1,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Duplex,329,A (Resistant),A (Resistant),,S32900,,10,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Duplex,329,A (Resistant),A (Resistant),,S32900,,10,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Duplex,329,A (Resistant),A (Resistant),,S32900,,25,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Duplex,329,A (Resistant),A (Resistant),,S32900,,25,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Duplex,329,A (Resistant),A (Resistant),,S32900,,50,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Duplex,329,B (Good),B (Good),,S32900,,50,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Citric Acid,Stainless steels,Duplex,329,A (Resistant),A (Resistant),,S32900,3 bar,5%,140,284,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Duplex,F51,A (Resistant),A (Resistant),,S31803,,1,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Duplex,F51,A (Resistant),A (Resistant),,S31803,,1,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Duplex,F51,A (Resistant),A (Resistant),,S31803,,10,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Duplex,F51,A (Resistant),A (Resistant),,S31803,,10,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Duplex,F51,A (Resistant),A (Resistant),,S31803,,25,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Duplex,F51,A (Resistant),A (Resistant),,S31803,,25,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Duplex,F51,A (Resistant),A (Resistant),,S31803,,50,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Duplex,F51,B (Good),B (Good),,S31803,,50,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Citric Acid,Stainless steels,Duplex,F51,A (Resistant),A (Resistant),,S31803,3 bar,5%,140,284,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Ferritic,405,C (Questionable),C (Questionable),,S40500,,1,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Citric Acid,Stainless steels,Ferritic,405,C (Questionable),C (Questionable),,S40500,,10,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Citric Acid,Stainless steels,Ferritic,405,D (Poor),D (Poor),,S40500,,10,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,D
Citric Acid,Stainless steels,Ferritic,405,C (Questionable),C (Questionable),,S40500,,25,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Citric Acid,Stainless steels,Ferritic,405,D (Poor),D (Poor),,S40500,,25,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,D
Citric Acid,Stainless steels,Ferritic,405,C (Questionable),C (Questionable),,S40500,,50,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Citric Acid,Stainless steels,Ferritic,405,D (Poor),D (Poor),,S40500,,50,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,D
Citric Acid,Stainless steels,Ferritic,405,C (Questionable),C (Questionable),,S40500,3 bar,5%,140,284,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Citric Acid,Stainless steels,Ferritic,409,0,0,,S40900,,6,Room,Room,,87.0,"Metals Handbook, Ninth Edition, Vol 3, Properties and Selection: Stainless Steels, Tool Materials and Special-Purpose Metals, American Society for Metals, Metals Park, OH, 1980, p 82",0.0,
Citric Acid,Stainless steels,Ferritic,409,0,0,,S40900,,10,Room,Room,,87.0,"Metals Handbook, Ninth Edition, Vol 3, Properties and Selection: Stainless Steels, Tool Materials and Special-Purpose Metals, American Society for Metals, Metals Park, OH, 1980, p 82",0.0,
Citric Acid,Stainless steels,Ferritic,409,0.0025,0.1,,S40900,,6,Boiling,Boiling,,87.0,"Metals Handbook, Ninth Edition, Vol 3, Properties and Selection: Stainless Steels, Tool Materials and Special-Purpose Metals, American Society for Metals, Metals Park, OH, 1980, p 82",0.0025,
Citric Acid,Stainless steels,Ferritic,409,0.0025,0.1,,S40900,,10,Boiling,Boiling,,87.0,"Metals Handbook, Ninth Edition, Vol 3, Properties and Selection: Stainless Steels, Tool Materials and Special-Purpose Metals, American Society for Metals, Metals Park, OH, 1980, p 82",0.0025,
Citric Acid,Stainless steels,Ferritic,409,B (Good),B (Good),,S40900,,1,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Citric Acid,Stainless steels,Ferritic,409,C (Questionable),C (Questionable),,S40900,,1,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Citric Acid,Stainless steels,Ferritic,409,C (Questionable),C (Questionable),,S40900,,10,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Citric Acid,Stainless steels,Ferritic,409,D (Poor),D (Poor),,S40900,,10,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,D
Citric Acid,Stainless steels,Ferritic,409,C (Questionable),C (Questionable),,S40900,,25,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Citric Acid,Stainless steels,Ferritic,409,D (Poor),D (Poor),,S40900,,25,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,D
Citric Acid,Stainless steels,Ferritic,409,C (Questionable),C (Questionable),,S40900,,50,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Citric Acid,Stainless steels,Ferritic,409,D (Poor),D (Poor),,S40900,,50,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,D
Citric Acid,Stainless steels,Ferritic,409,C (Questionable),C (Questionable),,S40900,3 bar,5%,140,284,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Citric Acid,Stainless steels,Ferritic,430,B (Good),B (Good),,S43000,,10,21,70,,121.0,"Cyclops Corp., Universal-Cyclops Specialty Steel Division",,B
Citric Acid,Stainless steels,Ferritic,430,C (Questionable),C (Questionable),,S43000,,10,Boiling,Boiling,,121.0,"Cyclops Corp., Universal-Cyclops Specialty Steel Division",,C
Citric Acid,Stainless steels,Ferritic,430,B (Good),B (Good),,S43000,,50,21,70,,121.0,"Cyclops Corp., Universal-Cyclops Specialty Steel Division",,B
Citric Acid,Stainless steels,Ferritic,430,D (Poor),D (Poor),,S43000,,50,Boiling,Boiling,,121.0,"Cyclops Corp., Universal-Cyclops Specialty Steel Division",,D
Citric Acid,Stainless steels,Ferritic,430,0.02,0.8,,S43000,,10,99-102,210-215,,87.0,"Metals Handbook, Ninth Edition, Vol 3, Properties and Selection: Stainless Steels, Tool Materials and Special-Purpose Metals, American Society for Metals, Metals Park, OH, 1980, p 82",0.02,
Citric Acid,Stainless steels,Ferritic,430,A (Resistant),A (Resistant),,S43000,,1,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Ferritic,430,B (Good),B (Good),,S43000,,1,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Citric Acid,Stainless steels,Ferritic,430,B (Good),B (Good),,S43000,,10,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Citric Acid,Stainless steels,Ferritic,430,C (Questionable),C (Questionable),,S43000,,10,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Citric Acid,Stainless steels,Ferritic,430,B (Good),B (Good),,S43000,,25,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Citric Acid,Stainless steels,Ferritic,430,D (Poor),D (Poor),,S43000,,25,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,D
Citric Acid,Stainless steels,Ferritic,430,B (Good),B (Good),,S43000,,50,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Citric Acid,Stainless steels,Ferritic,430,D (Poor),D (Poor),,S43000,,50,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,D
Citric Acid,Stainless steels,Ferritic,430,B (Good),B (Good),,S43000,3 bar,5%,140,284,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Citric Acid,Stainless steels,Ferritic,434,A (Resistant),A (Resistant),,S43400,,1,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Ferritic,434,A (Resistant),A (Resistant),,S43400,,1,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Ferritic,434,A (Resistant),A (Resistant),,S43400,,10,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Ferritic,434,A (Resistant),A (Resistant),,S43400,,10,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Ferritic,434,A (Resistant),A (Resistant),,S43400,,25,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Ferritic,434,C (Questionable),C (Questionable),,S43400,,25,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Citric Acid,Stainless steels,Ferritic,434,A (Resistant),A (Resistant),,S43400,,50,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Citric Acid,Stainless steels,Ferritic,434,C (Questionable),C (Questionable),,S43400,,50,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Citric Acid,Stainless steels,Ferritic,434,B (Good),B (Good),,S43400,3 bar,5%,140,284,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Citric Acid,Stainless steels,Ferritic,444,0.0075,0.3,,S44400,,20,Boiling,Boiling,24 h,52.0,"R.M. Davidson and J.D. Redmond, The Application of Ferritic and Duplex Stainless Steels, Second Symposium on Shell and Tube Heat Exchangers, W.R. Apblett, Jr., Ed., American Society for Metals, Metals Park, OH, 1982, p 82",0.0075,
Citric Acid,Stainless steels,Martensitic,403,B (Good),B (Good),,S40300,,1,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Citric Acid,Stainless steels,Martensitic,403,C (Questionable),C (Questionable),,S40300,,1,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Citric Acid,Stainless steels,Martensitic,403,C (Questionable),C (Questionable),,S40300,,10,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Citric Acid,Stainless steels,Martensitic,403,D (Poor),D (Poor),,S40300,,10,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,D
Citric Acid,Stainless steels,Martensitic,403,C (Questionable),C (Questionable),,S40300,,25,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Citric Acid,Stainless steels,Martensitic,403,D (Poor),D (Poor),,S40300,,25,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,D
